订单号,商品编码   ,商品名称              ,销售数量,应收金额 ,实收金额
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,3
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.28
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3    ,2.8
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,6    ,5.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,7.4  ,6.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,7.4  ,6.6
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3.7  ,3.3
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,7.4  ,6.51
1  ,861464 ,复方利血平片(复方降压片)     ,3   ,11.1 ,10.21
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,7.4  ,6.51
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,7.4  ,6.51
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,7.4  ,6.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,7.4  ,6.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,7.4  ,6.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,7.4  ,6.6
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3.7  ,3.3
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,7.4  ,6.6
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3.7  ,3.26
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,7.4  ,6.51
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,7.4  ,6.51
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,7.4  ,6.51
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3.7  ,3.3
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,7.4  ,6.6
1  ,861464 ,复方利血平片(复方降压片)     ,2   ,7.4  ,6.6
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3.7  ,3.3
1  ,861464 ,复方利血平片(复方降压片)     ,1   ,3.7  ,3.3
1  ,861485 ,富马酸比索洛尔片(博苏)      ,2   ,33.6 ,33.6
1  ,861485 ,富马酸比索洛尔片(博苏)      ,2   ,33.6 ,29.57
1  ,861485 ,富马酸比索洛尔片(博苏)      ,2   ,33.6 ,
1  ,861485 ,富马酸比索洛尔片(博苏)      ,6   ,100.8,88.7
1  ,861485 ,富马酸比索洛尔片(博苏)      ,4   ,67.2 ,67.2
1  ,861485 ,富马酸比索洛尔片(博苏)      ,3   ,50.4 ,45.4
1  ,861485 ,富马酸比索洛尔片(博苏)      ,1   ,16.8 ,16.8
1  ,861485 ,富马酸比索洛尔片(博苏)      ,2   ,33.6 ,29.57
1  ,861485 ,富马酸比索洛尔片(博苏)      ,2   ,33.6 ,33.6
1  ,861485 ,富马酸比索洛尔片(博苏)      ,2   ,33.6 ,29.57
1  ,861485 ,富马酸比索洛尔片(博苏)      ,1   ,16.8 ,16.8
1  ,861485 ,富马酸比索洛尔片(博苏)      ,2   ,33.6 ,33.6
1  ,861485 ,富马酸比索洛尔片(博苏)      ,2   ,33.6 ,30.6
1  ,861485 ,富马酸比索洛尔片(博苏)      ,2   ,33.6 ,33.6
1  ,861485 ,富马酸比索洛尔片(博苏)      ,1   ,16.8 ,16.8
1  ,861485 ,富马酸比索洛尔片(博苏)      ,2   ,33.6 ,33.6
1  ,861485 ,富马酸比索洛尔片(博苏)      ,2   ,33.6 ,33.6
1  ,861485 ,富马酸比索洛尔片(博苏)      ,9   ,151.2,151.2
1  ,861485 ,富马酸比索洛尔片(博苏)      ,2   ,33.6 ,33.6
1  ,861485 ,富马酸比索洛尔片(博苏)      ,1   ,16.8 ,14.78
1  ,861485 ,富马酸比索洛尔片(博苏)      ,1   ,16.8 ,16.8
1  ,861485 ,富马酸比索洛尔片(博苏)      ,3   ,50.4 ,50.4
1  ,861485 ,富马酸比索洛尔片(博苏)      ,2   ,33.6 ,33.6
1  ,861485 ,富马酸比索洛尔片(博苏)      ,2   ,33.6 ,33.6
1  ,861485 ,富马酸比索洛尔片(博苏)      ,2   ,33.6 ,33.6
1  ,861485 ,富马酸比索洛尔片(博苏)      ,6   ,100.8,100.8
1  ,861485 ,富马酸比索洛尔片(博苏)      ,1   ,16.8 ,14.78
1  ,861485 ,富马酸比索洛尔片(博苏)      ,6   ,100.8,88.7
1  ,861485 ,富马酸比索洛尔片(博苏)      ,1   ,16.8 ,16.8
1  ,861485 ,富马酸比索洛尔片(博苏)      ,1   ,16.8 ,16.8
1  ,861485 ,富马酸比索洛尔片(博苏)      ,2   ,33.6 ,33.6
1  ,861485 ,富马酸比索洛尔片(博苏)      ,10  ,168  ,168
1  ,861485 ,富马酸比索洛尔片(博苏)      ,2   ,33.6 ,33.6
1  ,861485 ,富马酸比索洛尔片(博苏)      ,0   ,0    ,0
1  ,861485 ,富马酸比索洛尔片(博苏)      ,1   ,16.8 ,16.8
1  ,861485 ,富马酸比索洛尔片(博苏)      ,2   ,33.6 ,33.6
1  ,861485 ,富马酸比索洛尔片(博苏)      ,2   ,33.6 ,33.6
1  ,861485 ,富马酸比索洛尔片(博苏)      ,20  ,336  ,336
1  ,861485 ,富马酸比索洛尔片(博苏)      ,1   ,16.8 ,16.8
1  ,861485 ,富马酸比索洛尔片(博苏)      ,3   ,50.4 ,50.4
1  ,861485 ,富马酸比索洛尔片(博苏)      ,2   ,33.6 ,33.6
1  ,861485 ,富马酸比索洛尔片(博苏)      ,1   ,16.8 ,14.78
1  ,861485 ,富马酸比索洛尔片(博苏)      ,2   ,33.6 ,29.57
1  ,861485 ,富马酸比索洛尔片(博苏)      ,5   ,84   ,84
1  ,861485 ,富马酸比索洛尔片(博苏)      ,2   ,33.6 ,
1  ,861485 ,富马酸比索洛尔片(博苏)      ,1   ,16.8 ,16.8
1  ,861485 ,富马酸比索洛尔片(博苏)      ,1   ,16.8 ,16.8
1  ,861485 ,富马酸比索洛尔片(博苏)      ,2   ,33.6 ,33.6
1  ,861485 ,富马酸比索洛尔片(博苏)      ,5   ,84   ,84
1  ,861485 ,富马酸比索洛尔片(博苏)      ,1   ,16.8 ,16.8
1  ,861485 ,富马酸比索洛尔片(博苏)      ,10  ,168  ,168
1  ,861485 ,富马酸比索洛尔片(博苏)      ,4   ,67.2 ,67.2
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,20   ,18
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,36
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,20   ,18
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,35.2
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,35.2
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,36
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,36
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,36
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,20   ,18
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,20   ,18
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,20   ,17.6
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,35.2
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,35.2
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,35.2
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,35.2
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,36
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,20   ,18
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,36
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,20   ,18
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,36
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,20   ,18
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,20   ,17.6
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,35.2
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,20   ,18
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,35.2
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,20   ,18
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,36
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,10  ,200  ,196
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,36
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,35.2
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,20   ,17.6
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,35.2
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,35.2
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,20   ,18
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,20   ,18
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,20   ,18
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,36
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,20   ,18
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,36
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,20   ,18
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,6   ,120  ,116
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,20   ,18
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,34
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,36
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,36
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,35.2
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,35.2
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,20   ,18
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,20   ,18
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,20   ,18
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,35.2
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,20   ,18
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,36
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,36
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,20   ,18
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,20   ,20
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,36
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,40   ,35.2
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,5   ,100  ,96
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,37.6 ,33.6
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,37.6 ,33.6
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,10  ,188  ,183.49
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,18.8 ,16.54
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,37.6 ,33.6
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,37.6 ,33.6
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,18.8 ,16.8
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,18.8 ,16.8
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,37.6 ,33.09
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,37.6 ,33.09
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,18.8 ,16.8
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,5   ,94   ,89.49
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,18.8 ,16.8
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,18.8 ,16.8
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,18.8 ,16.8
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,18.8 ,18.8
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,5   ,94   ,94
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,37.6 ,33.6
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,37.6 ,33.6
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,37.6 ,33.6
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,3   ,56.4 ,52.4
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,4   ,75.2 ,75.2
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,37.6 ,33.6
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,18.8 ,16.8
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,18.8 ,16.8
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,1   ,18.8 ,16.8
1  ,861492 ,x硝苯地平缓释片(伲福达)     ,2   ,37.6 ,33.6
1  ,861494 ,尼群地平片             ,2   ,3.4  ,3
1  ,861494 ,尼群地平片             ,20  ,34   ,30
1  ,861494 ,尼群地平片             ,2   ,3.4  ,2.99
1  ,861494 ,尼群地平片             ,1   ,1.7  ,1.5
1  ,861494 ,尼群地平片             ,1   ,1.7  ,1.5
1  ,861494 ,尼群地平片             ,2   ,3.4  ,2.99
1  ,861494 ,尼群地平片             ,2   ,3.4  ,3
1  ,861494 ,尼群地平片             ,1   ,1.7  ,1.5
1  ,861494 ,尼群地平片             ,2   ,3.4  ,2.99
1  ,861494 ,尼群地平片             ,-5  ,-8.5 ,-7.5
1  ,861494 ,尼群地平片             ,5   ,8.5  ,
1  ,861494 ,尼群地平片             ,1   ,1.7  ,1.5
1  ,861494 ,尼群地平片             ,1   ,1.7  ,1.7
1  ,861494 ,尼群地平片             ,1   ,1.7  ,1.5
1  ,861494 ,尼群地平片             ,1   ,1.7  ,1.5
1  ,861494 ,尼群地平片             ,1   ,1.7  ,1.7
1  ,861494 ,尼群地平片             ,1   ,1.7  ,1.5
1  ,861494 ,尼群地平片             ,1   ,1.7  ,1.5
1  ,861494 ,尼群地平片             ,3   ,5.1  ,4.49
1  ,861494 ,尼群地平片             ,1   ,1.7  ,1.5
1  ,861494 ,尼群地平片             ,2   ,3.4  ,3
1  ,861494 ,尼群地平片             ,2   ,3.4  ,3
1  ,861494 ,尼群地平片             ,2   ,3.4  ,3
1  ,861494 ,尼群地平片             ,1   ,1.7  ,1.5
1  ,861494 ,尼群地平片             ,2   ,3.4  ,2.99
1  ,861494 ,尼群地平片             ,5   ,8.5  ,7.5
1  ,861494 ,尼群地平片             ,2   ,3.4  ,2.99
1  ,861494 ,尼群地平片             ,1   ,1.7  ,1.7
1  ,861494 ,尼群地平片             ,2   ,3.4  ,3
1  ,861494 ,尼群地平片             ,1   ,1.2  ,1
1  ,861494 ,尼群地平片             ,2   ,2.4  ,2
1  ,861494 ,尼群地平片             ,2   ,2.4  ,2
1  ,861494 ,尼群地平片             ,3   ,3.6  ,3.2
1  ,861494 ,尼群地平片             ,1   ,1.2  ,1
1  ,861494 ,尼群地平片             ,2   ,2.4  ,2
1  ,861494 ,尼群地平片             ,1   ,1.2  ,1.06
1  ,861494 ,尼群地平片             ,1   ,1.2  ,1
1  ,861494 ,尼群地平片             ,2   ,2.4  ,2
1  ,861494 ,尼群地平片             ,1   ,1.2  ,1
1  ,861494 ,尼群地平片             ,4   ,4.8  ,4.51
1  ,861494 ,尼群地平片             ,1   ,1.2  ,1.06
1  ,861496 ,尼莫地平片             ,1   ,3    ,2.64
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.28
1  ,861496 ,尼莫地平片             ,1   ,3    ,2.64
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.4
1  ,861496 ,尼莫地平片             ,1   ,3    ,2.7
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.4
1  ,861496 ,尼莫地平片             ,4   ,12   ,11.28
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.28
1  ,861496 ,尼莫地平片             ,10  ,30   ,29.4
1  ,861496 ,尼莫地平片             ,1   ,3    ,2.7
1  ,861496 ,尼莫地平片             ,4   ,12   ,11.4
1  ,861496 ,尼莫地平片             ,1   ,3    ,2.7
1  ,861496 ,尼莫地平片             ,1   ,3    ,2.7
1  ,861496 ,尼莫地平片             ,1   ,3    ,2.7
1  ,861496 ,尼莫地平片             ,1   ,3    ,2.7
1  ,861496 ,尼莫地平片             ,1   ,3    ,2.64
1  ,861496 ,尼莫地平片             ,1   ,3    ,2.7
1  ,861496 ,尼莫地平片             ,1   ,3    ,2.7
1  ,861496 ,尼莫地平片             ,1   ,3    ,2.7
1  ,861496 ,尼莫地平片             ,1   ,3    ,2.7
1  ,861496 ,尼莫地平片             ,1   ,3    ,2.64
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.28
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.4
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.4
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.28
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.28
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.28
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.28
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.28
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.28
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.28
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.4
1  ,861496 ,尼莫地平片             ,2   ,6    ,
1  ,861496 ,尼莫地平片             ,10  ,30   ,29.4
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.4
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.28
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.28
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.28
1  ,861496 ,尼莫地平片             ,6   ,18   ,17.28
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.28
1  ,861496 ,尼莫地平片             ,10  ,30   ,30
1  ,861496 ,尼莫地平片             ,1   ,3    ,2.7
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.4
1  ,861496 ,尼莫地平片             ,1   ,3    ,2.7
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.4
1  ,861496 ,尼莫地平片             ,1   ,3    ,3
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.28
1  ,861496 ,尼莫地平片             ,1   ,3    ,2.7
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.4
1  ,861496 ,尼莫地平片             ,10  ,30   ,29.28
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.28
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.28
1  ,861496 ,尼莫地平片             ,10  ,30   ,30
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.4
1  ,861496 ,尼莫地平片             ,3   ,9    ,8.4
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.28
1  ,861496 ,尼莫地平片             ,1   ,3    ,2.7
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.4
1  ,861496 ,尼莫地平片             ,1   ,3    ,2.7
1  ,861496 ,尼莫地平片             ,1   ,3    ,2.7
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.28
1  ,861496 ,尼莫地平片             ,10  ,30   ,29.28
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.28
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.28
1  ,861496 ,尼莫地平片             ,1   ,3    ,2.7
1  ,861496 ,尼莫地平片             ,1   ,3    ,3
1  ,861496 ,尼莫地平片             ,1   ,3    ,3
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.28
1  ,861496 ,尼莫地平片             ,2   ,6    ,5.28
1  ,861497 ,**阿替洛尔片           ,1   ,4.5  ,4.5
1  ,861497 ,**阿替洛尔片           ,5   ,22.5 ,19.8
1  ,861497 ,**阿替洛尔片           ,1   ,4.5  ,4.5
1  ,861497 ,**阿替洛尔片           ,2   ,9    ,9
1  ,861497 ,**阿替洛尔片           ,2   ,9    ,9
1  ,861497 ,**阿替洛尔片           ,3   ,13.5 ,13.5
1  ,861497 ,**阿替洛尔片           ,2   ,9    ,7.92
1  ,861500 ,地巴唑片              ,1   ,3.8  ,3.5
1  ,861500 ,地巴唑片              ,1   ,3.8  ,3.5
1  ,861500 ,地巴唑片              ,1   ,3.8  ,3.5
1  ,861500 ,地巴唑片              ,1   ,3.8  ,3.34
1  ,861500 ,地巴唑片              ,1   ,3.8  ,3.5
1  ,861500 ,地巴唑片              ,1   ,3.8  ,3.5
1  ,861500 ,地巴唑片              ,2   ,7.6  ,6.69
1  ,861500 ,地巴唑片              ,2   ,7.6  ,7
1  ,861500 ,地巴唑片              ,2   ,7.6  ,6.69
1  ,861500 ,地巴唑片              ,2   ,7.6  ,7
1  ,861500 ,地巴唑片              ,2   ,7.6  ,7
1  ,861500 ,地巴唑片              ,2   ,7.6  ,6.69
1  ,861500 ,地巴唑片              ,2   ,7.6  ,6.69
1  ,861500 ,地巴唑片              ,1   ,3.8  ,3.5
1  ,861500 ,地巴唑片              ,2   ,7.6  ,6.69
1  ,861500 ,地巴唑片              ,2   ,7.6  ,6.69
1  ,861500 ,地巴唑片              ,1   ,3.8  ,3.34
1  ,861500 ,地巴唑片              ,2   ,7.6  ,6.69
1  ,861500 ,地巴唑片              ,0   ,0    ,0
1  ,861500 ,地巴唑片              ,2   ,7.6  ,6.68
1  ,861500 ,地巴唑片              ,3   ,11.4 ,10.49
1  ,861500 ,地巴唑片              ,2   ,7.6  ,7
1  ,861500 ,地巴唑片              ,2   ,7.6  ,
1  ,861500 ,地巴唑片              ,5   ,19   ,18.09
1  ,861500 ,地巴唑片              ,1   ,3.8  ,3.5
1  ,861500 ,地巴唑片              ,1   ,3.8  ,3.5
1  ,861500 ,地巴唑片              ,1   ,3.8  ,3.5
1  ,861500 ,地巴唑片              ,2   ,7.6  ,6.69
1  ,861500 ,地巴唑片              ,1   ,3.8  ,3.34
1  ,861500 ,地巴唑片              ,1   ,3.8  ,3.5
1  ,861500 ,地巴唑片              ,2   ,7.6  ,7
1  ,861500 ,地巴唑片              ,2   ,7.6  ,6.69
1  ,861500 ,地巴唑片              ,1   ,3.8  ,3.5
1  ,861500 ,地巴唑片              ,1   ,3.8  ,3.5
1  ,861500 ,地巴唑片              ,1   ,3.8  ,3.34
1  ,861500 ,地巴唑片              ,2   ,7.6  ,7
1  ,861500 ,地巴唑片              ,2   ,7.6  ,6.69
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,1   ,9.5  ,8.5
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,16.72
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,16.72
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,16.72
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,16.72
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,16.72
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,16.72
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,1   ,9.5  ,8.36
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,1   ,9.5  ,6.5
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,1   ,9.5  ,8.5
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,6   ,57   ,55
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,1   ,9.5  ,8.36
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,16.72
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,16.72
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,16.72
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,16.72
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,16.72
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,16.72
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,1   ,9.5  ,8.5
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,6   ,57   ,55
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,1   ,9.5  ,8.5
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,1   ,9.5  ,8.5
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,4   ,38   ,36
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,1   ,9.5  ,8.36
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,3   ,28.5 ,28.5
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,1   ,9.5  ,8.5
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
1  ,861507 ,苯磺酸氨氯地平片(安内真)     ,2   ,19   ,17
